id,tempo,energy,loudness,valence,Intensity
0Xj0R54rdaUE258rvLSSdr,117.269,0.0846,-18.608,0.111,0
0twaTHqMG7xYjX2zHyfjDy,203.709,0.729,-3.836,0.526,1
63B3TtwUzOoJoe3unMteVa,93.696,0.943,-4.166,0.599,1
7aag0fFgE9K1Gj8lJwQaGI,98.037,0.765,-6.608,0.407,2
3M6gRDCudfKsT1mG13Tnmx,95.757,0.441,-7.937,0.682,1
1CWlthc9rA4NwNeLu6dgP5,105.006,0.898,-5.328,0.0353,2
2ht13ee9lxkXCMOxVQo0jB,130.06,0.66,-2.982,0.46,1
73EsHhc08cXEArCla8FEqr,139.887,0.588,-7.004,0.419,2
46xWDVl5rB78OlcsDwkHa3,98.483,0.384,-8.492,0.481,2
7BhiI0Z3iqqblrHlEhOVge,97.472,0.969,-1.463,0.822,1
6zFMeegAMYQo0mt8rXtrli,151.947,0.511,-6.924,0.837,1
3W7mxtYbqPlbSJXiflNJxZ,103.958,0.593,-2.982,0.331,2
7KXjTSCq5nL1LoYtL7XAwS,150.011,0.621,-6.638,0.421,1
65ES1qwOB577ZnTkizMXJJ,150.037,0.934,-2.345,0.868,1
1bD2Fz7BZGImZ8UYneiFkc,112.027,0.706,-4.278,0.425,2
4vgCpNUUcpEIBifidhQOnR,83.648,0.904,-3.586,0.729,1
3wMJQ5qeN02ljNn3lRMVka,116.556,0.364,-9.465,0.506,2
3HzMxBV957tidhL2ft7KXA,108.88,0.49,-6.131,0.607,1
2dGlKrQM6ucxQcxBSiUmwZ,110.065,0.147,-18.357,0.128,0
6GQK4G5o60E8YA18DGpAzv,79.895,0.899,-5.081,0.559,1
1ugQtcwmKOXvKAYzhjncmv,77.765,0.204,-11.575,0.343,0
0g9luqCueBGFmyhthBUjOs,127.413,0.328,-10.072,0.452,2
2am60ykeXDtJVqXrHjfDJg,62.709,0.432,-10.033,0.0467,2
6muwYnrbaRB6nkgEngziI8,135.192,0.301,-8.767,0.204,2
1X1DWw2pcNZ8zSub3uhlNz,84.786,0.873,-4.343,0.629,1
0y8N6if2RHFy6pB561DPZ6,122.328,0.335,-12.932,0.107,0
7MEeBQYEWT3xhLbTeprdUQ,93.682,0.85,-8.511,0.0704,2
0nDIGYHFxouOrjWkqhovhd,176.047,0.685,-5.098,0.731,1
3NcXzMpghTzgtwNZv2xWLe,113.011,0.211,-12.417,0.0969,0
4qRaZYiaOsSvWC7VgcxrI0,139.956,0.836,-3.004,0.715,1
0m7mTaFGMiKI3rBJpYknip,104.0,0.603,-8.597,0.132,2
1c03f9YZmO792D7hRjZMYi,159.91,0.557,-5.871,0.626,1
1F65NjLm6OQIpuiwGMAdBf,120.049,0.834,-3.845,0.293,2
6AY1M1akbsVaQN3ATVyzH7,103.974,0.31,-10.237,0.189,2
3ejsbsJ2xG6HPHNGNHZmWf,163.952,0.893,-3.496,0.428,1
2RttW7RAu5nOAfq6YFvApB,89.792,0.385,-7.355,0.236,2
2dpaYNEQHiRxtZbfNsse99,100.015,0.792,-2.749,0.671,1
7es56D0QedGMsK39wl2yFX,97.604,0.457,-6.885,0.266,2
219slQu3ALbTSAe9P22hvE,112.881,0.168,-14.061,0.355,0
7cLhZY2sXnlL0Rd06p8MRW,118.031,0.462,-7.984,0.39,2
3lG6OtGDsYAOALxEmubQQm,70.499,0.119,-10.99,0.156,0
3IAP4FNOFSGiDsgZBhMBne,126.925,0.459,-8.426,0.363,2
60nZcImufyMA1MKQY3dcCH,160.019,0.822,-4.662,0.962,1
1nPd60em5Qwp0NPykFz5Xj,126.007,0.876,-3.323,0.695,1
333eJWCVb1L7uYVu65sZx3,108.872,0.339,-6.955,0.357,2
5EOMN3ygmmkqER59AGBY7U,130.158,0.896,-4.811,0.753,1
6o4LOloYJc8yu0CdvOvifU,114.028,0.783,-4.53,0.788,1
0D2xguFRqCF0OUqXCkqrpU,81.899,0.317,-7.895,0.216,2
5RgBnDtHKFHgtVdqabjGE3,104.017,0.833,-3.027,0.752,1
5W3cjX2J3tjhG8zb6u0qHn,123.474,0.716,-8.898,0.692,1
4SNTRZEd437z47y4mL9vKi,149.527,0.94,-2.546,0.671,1
3B4etxytImrRKQgV3XHjnR,140.095,0.751,-6.203,0.738,1
39exKIvycQDgs4T6uXdyu0,98.008,0.76,-6.086,0.6,1
0xs0r28NNIFFlMAGLbeQWq,172.214,0.771,-3.678,0.379,1
54iU9jU2ASDVTTxNG5Bhp1,106.948,0.672,-2.447,0.523,1
3j7jqLb7VJeWm2AL7kPeTb,100.125,0.0685,-14.801,0.288,0
2v00WuRHH1WdnXxlHnyURi,105.076,0.42,-8.396,0.688,1
5FgdPkPCffPktT5qnWls8Y,95.059,0.928,-2.966,0.571,1
6kls8cSlUyHW2BUOkDJIZE,75.025,0.768,-4.628,0.759,1
11iSNaPIBMGsignuzhlWPZ,94.862,0.481,-5.961,0.928,1
27RDHPogNiOiPshJZ2cEVT,161.963,0.434,-8.844,0.603,1
6jmf4OxSGzdgthZruXtcqu,142.06,0.628,-6.512,0.356,2
5PdEiev2BkKiZtZFcNKjfM,116.882,0.84,-5.283,0.361,1
0ada5XsQGLPUVbmTCkAP49,90.003,0.65,-6.313,0.647,1
3QGppKBPd9gHOgHJzRbVIw,82.011,0.865,-3.844,0.361,2
1ZbzOXEYMJNT1zxqLHyCfA,97.056,0.661,-5.088,0.389,2
7DgkSYT6vh3UAYQlFbsj6z,140.013,0.689,-4.463,0.638,1
185cmBOExC1AHWe3xrbmQ8,100.926,0.527,-7.658,0.446,2
7eCpXVlWnTVEE8twb3P8m5,167.412,0.271,-10.302,0.367,2
2LawezPeJhN4AWuSB0GtAU,116.109,0.697,-7.028,0.774,1
57uyU1PDvVqTHbsDicCsBj,160.019,0.227,-10.158,0.0472,2
2kS6td1yvmpNgZTt1q5pQq,95.975,0.922,-2.666,0.49,1
6cx06DFPPHchuUAcTxznu9,122.953,0.874,-3.158,0.905,1
3rluBRCtJsRonAIfcERFOE,85.936,0.443,-5.948,0.745,1
3CeKc83EsgRPItgvlDHo5B,116.078,0.134,-17.927,0.287,0
2qCwjPxyVil3B9q89judKW,172.194,0.85,-3.424,0.598,1
222dTwr5XeEgAzEtsrQA0R,146.324,0.782,-3.683,0.453,1
4KlL5Bwlm4yHYxr0B2rHci,72.246,0.179,-12.938,0.119,0
2jgq1RlYLt4FZldm4KAfj2,159.989,0.621,-7.298,0.35,2
5DAkTcEdBHQ96didB0uMwV,106.032,0.122,-19.783,0.153,0
7dk9EBvTbbKBbFxjCAJpwK,121.977,0.836,-5.005,0.631,1
740zSgBv6PHOGAw04Ta2J2,111.145,0.668,-10.795,0.784,1
1fTtPH0xGwFOXM5VlkxOX1,116.019,0.859,-6.321,0.133,2
1V6gIisPpYqgFeWbMLI0bA,173.968,0.785,-4.802,0.502,1
4HQQugufFOumfSO0ukf8Uv,77.01,0.892,-4.039,0.479,1
1mH7MvtshIFTz2eEv8AZ16,83.101,0.413,-7.844,0.407,2
11LmqTE2naFULdEP94AUBa,203.006,0.641,-10.283,0.382,1
5pLkTFVh3u4aN2893yEY62,91.79,0.532,-9.802,0.158,2
0zo4aX57COch7Wh3NRImTM,119.954,0.545,-7.002,0.294,2
1gACe11pZiy8Xv3SY0ocyz,91.053,0.589,-6.978,0.813,1
5P2hEcHjoNMh33EsFPPOJE,87.989,0.732,-5.021,0.427,2
6zrGk96LoPi7LARG959UWA,103.984,0.792,-4.747,0.854,1
3tjfbu0G0PPy8UjhxfxVIe,131.225,0.346,-11.308,0.515,2
3USxtqRwSYz57Ewm6wWRMp,80.87,0.525,-6.9,0.531,2
2CEsWDkJQjZyYyZQpxmPVg,80.813,0.716,-5.077,0.521,2
1K2RnVhm3eauKnA8PAcPu1,147.099,0.55,-9.965,0.333,2
6i0V12jOa3mr6uu4WYhUBr,90.024,0.396,-9.348,0.548,2
4xqrdfXkTW4T0RauPLv3WA,102.078,0.425,-7.301,0.27,2
4E2sMWXzxK3uYJerGbeUfp,114.989,0.575,-5.487,0.685,1
4Kaq5ru7CS1Ci6282M3z3R,137.961,0.321,-6.725,0.165,2
1T575AhHueYinKSDflEsGK,199.843,0.371,-9.104,0.245,2
0PPVVypRF0Smem9P35NsCo,95.003,0.653,-7.82,0.416,2
3dMPLD8cuzTtFLv8E7homA,75.012,0.716,-7.403,0.273,2
3nEHrvNNtgLv9rneTAYVr4,125.037,0.738,-5.931,0.0389,2
4SqnKBddxl9CKjSDDlV1c4,97.02,0.397,-7.781,0.336,2
104buTcnP2AsxqB7U1FIZ4,149.982,0.671,-6.098,0.438,1
0AdrdjPF0gY8y93rYwwJUc,138.009,0.861,-4.251,0.775,1
7i9763l5SSfOnqZ35VOcfy,129.989,0.873,-6.376,0.392,1
0cTkX0seXUBfZOrdxhecRh,145.038,0.76,-5.504,0.449,1
3NRql0A1Ef4RCvT473iqgD,210.164,0.684,-4.314,0.72,1
7zglIQAMFHMBJD7QSRii6C,99.029,0.55,-6.591,0.257,2
13H872rziuPMTOguuYYBtu,120.875,0.32,-11.841,0.627,2
772nJ1y0CZGuglDsQzp05R,72.203,0.862,-3.511,0.802,1
4dim8F8t01qimHOmr6S3Gd,101.489,0.406,-10.421,0.695,2
1mAPPpvz8Y7FWlo6NoFS68,180.044,0.449,-8.54,0.357,2
0v6egqGKVDyc1fnXo1GRs8,137.764,0.545,-9.914,0.188,2
51w95jAPQDOWN3M7xopWWh,134.971,0.641,-4.167,0.781,1
4Cpa6lUScJygMT8f6VERZ2,139.926,0.631,-3.519,0.714,1
1pvGWSvIXr8PTk8nC4SnXK,79.092,0.185,-13.651,0.418,0
3WMj3VfJhsKO6KcGy3ddDb,144.975,0.721,-6.593,0.353,1
5SZ3LjDirzbQe3CqIgxRkA,143.913,0.527,-9.148,0.418,2
5icOoE6VgqFKohjWWNp0Ac,99.961,0.565,-3.933,0.181,2
3NLrRZoMF0Lx6zTlYqeIo4,143.994,0.533,-6.817,0.233,2
0CMYUXTTTmI6Lwc0opH2XG,73.644,0.00342,-37.156,0.0581,0
1B10XgaxSXRLAFq967oMpF,174.705,0.523,-5.81,0.226,2
2X45mAKkp9ysmjLhTJfkg9,80.121,0.423,-9.312,0.0851,2
3XA0msNCCQysLnspbnbgw3,88.01,0.274,-9.776,0.53,2
0bqKOk2BCDzDB6N8kCu9gt,142.705,0.491,-7.908,0.369,2
5inDa3sWj8zqJBOdj7Bjqc,91.864,0.594,-9.63,0.869,1
0deAIqyKFFw55JDMGWTcdA,140.962,0.36,-9.966,0.887,1
3rPvqdTUROO6eFGFJnY6Jr,79.521,0.445,-8.067,0.124,2
4Jjug087vrXLWdalaB4gjQ,98.015,0.211,-14.299,0.0376,0
6rz0dTA0PdhXImFV5EjM0w,149.996,0.639,-5.017,0.151,2
3dD9yyYTQ73SZvyOygyKva,147.834,0.552,-5.552,0.686,1
5JXOF1rt31rT07luk5wFE6,112.033,0.631,-6.328,0.276,2
7q7eYVerltlW2sYBuga6Mj,130.045,0.913,-4.453,0.772,1
6KkyuDhrEhR5nJVKtv9mCf,77.278,0.487,-6.371,0.219,2
5m4RHs0THdfyn579MONxcV,165.054,0.931,-3.022,0.624,1
10BSvFgbWA1KsJaLZJInyq,111.999,0.488,-8.426,0.394,2
7FADpmBJVWay6aHy8q34oa,109.981,0.854,-4.797,0.275,2
2zYzyRzz6pRmhPzyfMEC8s,115.728,0.913,-4.793,0.423,1
0ltIx8PLjtWoS9zn9PqsZW,102.033,0.769,-5.268,0.385,2
2VNW40O7tLpxz5HKZxsxU8,146.864,0.628,-5.933,0.789,1
32RwADYaEBNw9QeXP4Tz1g,99.947,0.241,-13.076,0.208,0
5WbdngM5qrXxC54FgSk1eA,109.95,0.764,-4.6,0.773,1
32Mh7kOCWmNTZgre0cGvCV,81.027,0.526,-8.543,0.039,2
1bojkU1Mrm3cxSQXyR0jag,131.93,0.543,-7.177,0.318,2
0gFYaybc4gOzplkux4iA8Z,120.07,0.914,-3.661,0.75,1
4gE9AFlSICfrCXA4V9DB0w,147.956,0.453,-10.24,0.35,2
0VLquR2M28ldDhTyyZkvNc,97.397,0.399,-11.369,0.052,2
10aTrQU19nqSN1IVahcg57,149.998,0.991,-1.583,0.299,1
7bEKga8eFygrhFWB5KTl3A,140.102,0.898,-6.662,0.563,1
2My8r67cdHd1gD5FDvb3qe,130.02,0.649,-8.722,0.53,1
0W4Kpfp1w2xkY3PrV714B7,79.936,0.466,-9.074,0.353,2
2Hwac118Kwe9DzjyZDxlyy,59.009,0.00669,-33.03,0.138,0
70OPQ6oTnJVoqAmTBBhBXQ,118.006,0.0195,-29.956,0.466,0
7tmtOEDxPN7CWaQWBsG1DY,134.923,0.715,-7.364,0.506,1
3aHHQ2pQrVCThJCEowJMuP,118.647,0.441,-11.037,0.146,2
5vjLSffimiIP26QG5WcN2K,119.949,0.443,-9.681,0.167,2
0b2RfRvQP6tARsOxjEEkqu,75.941,0.153,-16.971,0.0688,0
5x4qstpOnDaBNt1ILJJSHI,139.98,0.634,-5.797,0.29,2
2FGh2ref26EwA3Z5st5oHb,124.859,0.802,-4.969,0.764,1
6AxBhyZDlChhX1lNDGCf0P,129.903,0.871,-2.902,0.303,1
15E2P2ToSLNnZvcOEQra6a,86.88,0.457,-9.239,0.293,2
58jecLK0epwMLr9cy5vFUy,163.837,0.795,-3.6,0.472,1
1hUTI1FVsGJ10SptsuxXkt,87.272,0.655,-4.789,0.279,2
4aVuWgvD0X63hcOCnZtNFA,96.556,0.898,-4.797,0.808,1
3C3cr2JQwXIhqAHqOardVO,89.996,0.776,-3.635,0.814,1
4nRwznPhpULuqcqRw9KAUd,124.06,0.702,-5.313,0.65,1
3aSyt9938O2QVZfbkNFS4w,128.028,0.724,-4.812,0.488,1
6nV2dFZXpv1JlqDWBeTXRl,87.188,0.684,-7.347,0.347,2
4wtxSmTTeg6CiuhwIVKv0b,155.827,0.769,-5.24,0.891,1
27Db1BCtkCQ4bFvENFYogm,137.993,0.174,-11.908,0.0903,0
3RJzro8ofJNR6iVoCrXh16,60.005,0.524,-11.294,0.115,2
2ZczvQF0UcSjtyyVnXUK7m,126.525,0.275,-15.881,0.207,0
7sWRlDoTDX8geTR8zzr2vt,130.218,0.646,-3.206,0.17,2
5bmdRp4NYwYrwSGUQekdiG,78.983,0.661,-4.128,0.674,1
6oEFRBgGkATGn8ZpQ0TTdl,97.012,0.661,-7.554,0.558,1
7pBsquIkbED6W6uSQJGbkn,118.012,0.736,-5.596,0.345,2
4aTtHoSBB0CuQGA6vXBNyp,128.114,0.612,-4.855,0.236,2
14ahZtLV5yKtqQATTfQta0,126.995,0.529,-9.862,0.39,2
7pePDfKs1t277DijsKHgyw,61.117,0.172,-15.443,0.161,0
6j1o0KMQnkkRDoVyzM0kZ5,161.849,0.515,-5.12,0.747,1
2cYVadQITApL4vvThY4G2L,135.802,0.321,-10.25,0.303,2
2qcbyAZxKglSsRaBhDE3PQ,119.919,0.181,-11.581,0.178,0
5BTHMC1yaJGHmUi2nRpXfq,132.02,0.0775,-15.664,0.0839,0
76yungugQ311t4Y4JxTI3C,184.019,0.607,-9.261,0.731,1
5uWUZQEP1TxZM2YYgDe3bu,100.071,0.785,-4.501,0.655,1
7FX31DcrjZYNZOsu83uDfR,88.873,0.278,-16.289,0.0536,0
4AoQVhME8Ko6LNm4lV2wwQ,131.04,0.656,-5.07,0.743,1
6Ac4NVYYl2U73QiTt11ZKd,118.208,0.82,-6.728,0.933,1
6Ac4NVYYl2U73QiTt11ZKd,118.208,0.82,-6.728,0.933,1
4OwikMOdZUvnqLAlbjWIqs,118.332,0.62,-8.673,0.962,1
0aHYvskrJfgSgfRmxWjCbZ,156.983,0.557,-9.184,0.532,1
0nKDuouk9A0q5Dk5TLdHgi,128.079,0.978,-1.523,0.793,1
4BiiOzZCrXEzHRLYcYFiD5,104.941,0.699,-5.982,0.513,1
2ZRo7axmMPeSVUvDbGkJah,146.04,0.457,-6.081,0.225,2
22VPpAWB7qzV8L9rgza11j,113.994,0.636,-6.913,0.392,2
0ZQOUHBdT8dk0ezGo6vW2G,140.291,0.764,-5.862,0.418,1
3q8A1xZORSJT7nJFmQ0sH9,107.552,0.761,-6.226,0.464,1
5euumi7eqEgmxvCIJw2pSp,139.985,0.768,-7.072,0.832,1
48CEuCTGBn3ynSGVx2hmEz,134.982,0.95,1.106,0.527,1
0yQgvvEyDS5xICpMsj6O2k,135.281,0.824,-4.432,0.377,1
0wwPcA6wtMf6HUMpIRdeP7,134.966,0.628,-7.863,0.552,1
3NgpXBablBVveddA52rkvH,123.937,0.114,-16.107,0.298,0
55vsJO4tLZQ37qzD5QUOmh,121.972,0.408,-11.725,0.341,2
1QNt0bhIXWu5XdlXlYI4iI,98.666,0.309,-6.489,0.374,2
12Fpw64lbhzYT5pRSleG4V,98.052,0.716,-6.292,0.673,1
7E87NLlHVHy1nlWnen1zwI,79.871,0.763,-6.277,0.313,2
3ZP18us6p6LHOZMG1LLUjF,104.996,0.5,-5.586,0.537,2
4aJnMRNeuDZSQN7FaSNGtM,96.062,0.579,-6.198,0.357,2
0qMVQatAR30ShoYuWvF96S,199.734,0.351,-9.26,0.264,2
2GtWghPeJ8IFFBmLaSK8mN,121.97,0.241,-18.433,0.0583,0
3qRQt0lktzew0xJ2d68tJ7,162.748,0.768,-6.644,0.655,1
6wmAHw1szh5RCKSRjiXhPe,109.974,0.561,-5.253,0.811,1
07UIoWS1yspOm2W1qZ6PWX,114.958,0.581,-6.95,0.396,2
6UsuwSXwYmiGXHSBJ7YdNr,136.024,0.201,-20.508,0.147,0
0gmbgwZ8iqyMPmXefof8Yf,172.094,0.764,-5.042,0.543,1
2FqVzWFKR7qmztn81ynKtM,150.126,0.89,-1.986,0.674,1
1gekzL984xr4fbxVgVGQhC,81.987,0.55,-7.86,0.514,2
0le743L51ecRc1ouVygAOc,82.097,0.637,-6.24,0.294,2
7tgQvdHXUf2N2eB1zrlbWl,117.071,0.717,-4.958,0.81,1
7oD5587r1m5mzbn7w9XRoE,76.403,0.511,-13.673,0.637,2
4LaXv6ilq82AfWKEKUiyEG,102.944,0.349,-13.592,0.0398,0
2oLjhx7w8Hyd3gry9cCXr7,144.561,0.167,-16.0,0.601,0
6o8ZQJ4VJmBW3gEwCK75ce,120.034,0.873,-5.305,0.581,1
79vU1wyG4aItMNYcyVSj88,94.011,0.4,-12.732,0.0439,2
4KNZQ8ho9e7O3vNMPusf3T,77.195,0.462,-11.028,0.234,2
0pdvvP1vP8zWRHeBCHdFbG,169.982,0.937,-3.49,0.0364,2
16mrdTSWwfVfOiZNw84tQC,97.402,0.62,-4.204,0.405,2
3fZ31KU4L6HjkiFBVH7rz9,147.98,0.558,-8.235,0.574,1
6QdnKD1zwEgyOWtkrdzlOF,183.932,0.718,-7.227,0.361,1
2TIswlajjVKRiGG7CvUbTU,184.216,0.247,-8.367,0.394,2
4h9wh7iOZ0GGn8QVp4RAOB,139.994,0.797,-5.927,0.825,1
1wPVBFSy3rs8dcgt5SrmYz,172.878,0.997,-2.739,0.0555,2
2wwx1g1SbQomP46X4qOZhU,66.033,0.182,-15.63,0.238,0
5EepSM6Qi6fCKBiyhqm6FO,139.941,0.514,-5.634,0.805,1
3tnfHy341CDlAtcSmUtuOG,168.693,0.265,-13.619,0.304,0
3SrSjUKxAJ6Cq1vpe1mqCZ,165.057,0.783,-6.4,0.69,1
68XhCrBajUR64h6wv4eYYW,100.035,0.282,-8.284,0.424,2
5r5s1o2BFnuO1zJhhBCZP9,113.726,0.681,-11.503,0.763,1
7aatEerxno8RipIcuqPRG1,91.817,0.195,-16.353,0.47,0
21NeQgKhabORuZ3pfsPfz5,139.873,0.438,-9.452,0.191,2
3TwgZ3wCKwObhP8qNkbLYR,164.095,0.324,-12.177,0.32,2
1sjXaEmqj5cRMns8rWYnKe,81.975,0.402,-8.273,0.312,2
25yup6WYnPoITrfzhkBLmt,80.454,0.479,-9.238,0.363,2
1WSGTYKLEpKfNQYYW5Oymt,95.266,0.468,-4.039,0.69,1
7l5GAw0cglUUnN7bKAz5ab,162.016,0.717,-8.641,0.451,1
59xKeVGl4LObjl5ojSP4u8,110.015,0.524,-9.404,0.215,2
3HVWdVOQ0ZA45FuZGSfvns,101.956,0.675,-5.041,0.842,1
4bToS6CYQw8A9IDGPVmkjW,160.066,0.486,-8.529,0.784,1
0ZXdzaT1k688dkpNeEgQiV,120.04,0.898,-4.181,0.618,1
09ZDPL4NSDNxfIic9gPnCn,101.978,0.731,-5.154,0.47,1
0f0gfm6wHjhqrBMHBn9Ajr,80.51,0.352,-13.13,0.258,0
4dMvtp8p5mzCCaA18dgzQy,98.188,0.0748,-13.615,0.367,0
75GzLKzGuCPSayNucAoSC6,77.948,0.414,-11.931,0.699,2
6IbCvfmmICEEAyDwQ9zcbt,131.966,0.624,-6.228,0.808,1
38nKfxyRrjYfx0ODX1W5yB,109.764,0.347,-6.486,0.25,2
3iLBFgaQJ94iarMgzrTuWb,186.073,0.548,-5.846,0.713,1
55n9yjI6qqXh5F2mYvUc2y,117.97,0.445,-8.418,0.106,2
6v0UJD4a2FtleHeSYVX02A,115.389,0.565,-5.596,0.306,2
75ZvA4QfFiZvzhj2xkaWAh,143.95,0.538,-5.408,0.291,2
3lUQpvfWFcxZC3RYAVGE7F,106.0,0.75,-4.67,0.628,1
72NrNvwMEgs8m5eR7YAiDg,92.996,0.82,-5.897,0.555,1
3i7Iyc932rv1AZz7gl7dj8,171.234,0.0887,-11.166,0.274,0
1is8gU4RVcN4J8xItxWoOY,77.213,0.34,-6.577,0.223,2
70X9TAIp62fA6FbkwRG4M6,130.103,0.502,-6.645,0.235,2
43OtdiC7SZXk5MTDkvQwJv,72.606,0.00644,-31.092,0.497,0
6885dqLox0xQJys0eIatKO,108.955,0.0186,-27.213,0.607,0
4GZ3YCkuH0VvTluVLwUp4g,92.511,0.918,-2.77,0.546,1
005lwxGU1tms6HGELIcUv9,129.996,0.76,-3.173,0.696,1
6AtZLIzUINvExIUy4QhdjP,154.008,0.557,-6.371,0.767,1
0gx7MU31U0qNuG9poUqfa2,139.621,0.381,-14.594,0.39,2
4nVyHATevhl5RC6Qmoko5H,129.011,0.94,-2.856,0.704,1
0EcQcdcbQeVJn9fknj44Be,91.972,0.505,-7.621,0.419,2
0kWQn0wLok1lawHAkGSMW9,74.474,0.692,-5.431,0.68,1
6f7BE3VcZScJx6n3wsf5Z3,199.662,0.526,-7.099,0.374,1
0O6u0VJ46W86TxN9wgyqDj,100.964,0.67,-6.009,0.472,2
7D49Iig0avHre9RFSUMkd2,119.986,0.854,-5.429,0.311,2
6HZ9VeI5IRFCNQLXhpF4bq,125.916,0.906,-2.671,0.824,1
2ELVVIbpucfOqGFC21Q4yR,84.956,0.439,-6.596,0.238,2
4C72qVzAjAJvkDRr3zWRbG,96.048,0.474,-10.177,0.73,1
4Hvm9R3JYXBF8fcdi2F3oA,94.111,0.0534,-18.585,0.145,0
0kh7FgvC8qMXvie4En98mn,139.971,0.72,-4.354,0.658,1
3ebfDw8WEbf0DxGh47R2lo,137.887,0.768,-5.658,0.0979,2
2k7EwI4qVUIcMyYbGyyeeX,110.988,0.443,-5.73,0.658,1
4Mi0EYfL78I3xZA7rtmOtI,118.103,0.696,-9.012,0.44,2
6tmZRSTEAW90RI8nXsly1f,84.873,0.405,-12.486,0.072,2
1na2MOlie83rN9sTNRuEOj,72.259,0.526,-7.291,0.0739,2
7D4ubFvb2Z750JEvRy4rS3,121.941,0.357,-7.153,0.588,2
5cO0rXAZioDhq1SkhMk5Qp,173.702,0.532,-7.921,0.509,1
7C3yCOS26cv5z4hA0fS7rw,110.075,0.541,-6.04,0.374,2
2b23PfKfW44eNmHSwqLwLy,128.003,0.605,-8.828,0.2,2
32UJH1F38AMSjZilQyBzOE,123.047,0.706,-3.899,0.758,1
5UIR8dRPP1GtdxYHYPwKN5,169.97,0.781,-6.76,0.383,1
5Q9KfZHV6BZZLQzhKpfPpq,117.009,0.66,-7.206,0.456,2
4E93IPDPbaNJUDTpur3V63,79.245,0.489,-11.155,0.393,2
1A3tuE6ti9qoZDwB3LB0t2,124.412,0.455,-7.116,0.274,2
5XeFesFbtLpXzIVDNQP22n,67.528,0.417,-9.345,0.479,2
3YydPsDiOFTDyXxui5OFjl,125.997,0.841,-6.44,0.605,1
4StJ0qBDOUtbLGLcFXJCcS,133.065,0.43,-13.159,0.404,2
5sTC1imYc0QzNe3i5snLy7,142.876,0.813,-3.444,0.913,1
47BBI51FKFwOMlIiX6m8ya,99.039,0.694,-5.83,0.482,2
1JDIArrcepzWDTAWXdGYmP,129.998,0.846,-2.876,0.366,1
3707IBa4HnS3zDDoWfeUBl,184.112,0.311,-11.467,0.579,1
1cKHdTo9u0ZymJdPGSh6nq,113.26,0.737,-4.008,0.155,2
3iXhGH35aSv8BjLdUvXlRZ,121.979,0.31,-12.686,0.399,2
3kZC0ZmFWrEHdUCmUqlvgZ,80.401,0.206,-12.233,0.489,0
2ia7iiEtpiOL2ZVuWxBZGB,128.011,0.801,-3.215,0.794,1
12l2XM75QCGVCXM37Ktxzs,109.956,0.494,-9.151,0.909,1
1Gl8PKu5MzKuVWEf5xc0lX,93.999,0.496,-9.947,0.602,2
2nmFD5rJ9YXAlPjUaIgLFT,99.432,0.315,-11.801,0.081,0
5pu1NHwlPjOZVx6tP6IyL0,110.018,0.542,-8.4,0.753,1
53QF56cjZA9RTuuMZDrSA6,133.406,0.303,-10.058,0.139,2
3XKjZcgNYtvCmBpE1nX7Wn,179.986,0.7,-6.568,0.518,1
5Z6hPYs0yG1lZrQ2SbD4bM,119.986,0.566,-6.928,0.372,2
6p19vVjC4Lge9VANZlG8gi,86.046,0.544,-7.279,0.694,1
1OkIpW255qLxswGyjgUL5x,144.053,0.785,-3.382,0.923,1
7KRaFRqbUbqfelHwmWyXuS,99.977,0.727,-5.58,0.424,2
42LY6qYxu3L6nJ7Dt72gNy,105.0,0.455,-9.857,0.65,2
56lpR8t6k2VCIYYwVVxnzD,133.925,0.644,-5.862,0.699,1
4nyF5lmSziBAt7ESAUjpbx,109.885,0.455,-6.405,0.151,2
5kOrqfkT3F8S01zxAudCvy,90.02,0.847,-4.518,0.596,1
3MGnKr0Mq4NU210LEOx56B,128.04,0.965,-3.673,0.304,1
7MIxz8un6IEkwPndC43mFU,134.953,0.543,-9.61,0.733,1
0RThch1q5qD0QnHQKBqjTu,150.999,0.45,-8.784,0.68,1
2ygeBLTP9uu3OW3VTulD8N,98.171,0.318,-15.605,0.188,0
4a6q8CR2hzLk2plDkSxkfD,104.954,0.519,-4.823,0.554,2
32KLV8pNI4SRyPvnaTyNVA,155.964,0.599,-7.645,0.605,1
4ZUpTMKPYFTfJqamWFU9Zv,97.975,0.728,-5.93,0.876,1
0j1Ia2lQWrcXrQZI4AdJlk,76.997,0.308,-11.729,0.198,0
5BLRlpMYsxeMMOjrcWRhIs,115.002,0.846,-6.157,0.407,1
2IZeu3PWa2cCWiopcRj9om,128.057,0.781,-5.549,0.745,1
5Txeau6Fi96zS4THXUJ4w7,117.931,0.385,-7.568,0.34,2
2shEeQzAAL3nnOXfB5pJXx,111.089,0.606,-4.262,0.329,2
4h3KlpOEXS6FxIpab6EKlf,124.976,0.876,-5.467,0.31,1
27NovPIUIRrOZoCHxABJwK,149.995,0.704,-7.409,0.894,1
6e2YNCn1sP5eqnUe17vtxv,127.883,0.611,-5.02,0.637,1
3H8h60jhdQNu5s9HHTLdFr,146.936,0.632,-5.624,0.363,2
3x4I4nRuZp5NdtGvCPw6Ms,80.029,0.463,-9.33,0.593,2
3qKQ0P9yxaDuImqLrGkCAO,124.026,0.947,-4.771,0.311,1
4MCFdo1lyXrCtAmnJr8xXH,130.081,0.147,-24.41,0.0701,0
